record_id,device_id,session_id,step_in_session,timestamp,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,vibration_rms_g,temperature_c,fault_level,fault_name,severity_score
1606,DC_Mini_Motor_01,5,323,2026-05-01 16:50:16,0.3321,-0.6007,1.3146,0.318,-0.747,2.568,0.744,78.37,2,CRITICAL,3
1607,DC_Mini_Motor_01,5,324,2026-05-01 16:50:31,0.2333,0.535,0.5274,-1.959,1.509,4.332,0.7405,78.01,2,CRITICAL,3
1608,DC_Mini_Motor_01,5,325,2026-05-01 16:50:46,0.6023,0.2901,0.9487,-7.327,-8.301,3.436,0.6799,78.15,2,CRITICAL,3
1609,DC_Mini_Motor_01,5,326,2026-05-01 16:51:01,-0.5314,0.0035,0.5538,1.691,2.973,2.71,0.6938,78.53,2,CRITICAL,3
1610,DC_Mini_Motor_01,5,327,2026-05-01 16:51:16,-0.375,0.129,0.3751,-1.133,6.236,10.621,0.746,78.48,2,CRITICAL,3
1611,DC_Mini_Motor_01,5,328,2026-05-01 16:51:31,0.7425,0.0359,0.9164,0.66,2.71,0.253,0.7275,79.81,2,CRITICAL,3
1612,DC_Mini_Motor_01,5,329,2026-05-01 16:51:46,-0.1268,-0.4157,0.3889,-3.16,-2.037,2.936,0.7461,78.24,2,CRITICAL,3
1613,DC_Mini_Motor_01,5,330,2026-05-01 16:52:01,-0.406,0.4759,0.6957,4.142,-1.843,0.232,0.6858,79.82,2,CRITICAL,3
1614,DC_Mini_Motor_01,5,331,2026-05-01 16:52:16,0.0993,-0.5548,0.633,5.927,-1.484,0.117,0.676,76.76,2,CRITICAL,3
1615,DC_Mini_Motor_01,5,332,2026-05-01 16:52:31,-0.1454,0.0781,0.3886,-1.284,-5.411,3.423,0.6535,79.08,2,CRITICAL,3
1616,DC_Mini_Motor_01,5,333,2026-05-01 16:52:46,-0.037,0.0733,1.6553,0.725,1.135,2.159,0.6664,77.98,2,CRITICAL,3
1617,DC_Mini_Motor_01,5,334,2026-05-01 16:53:01,0.019,-0.3077,1.6205,4.424,0.104,-1.679,0.6993,79.19,2,CRITICAL,3
1618,DC_Mini_Motor_01,5,335,2026-05-01 16:53:16,0.4076,0.2027,1.5117,2.928,4.801,-1.281,0.6689,78.22,2,CRITICAL,3
1619,DC_Mini_Motor_01,5,336,2026-05-01 16:53:31,-0.3329,-0.0743,0.3957,-4.447,2.975,-0.573,0.7099,79.28,2,CRITICAL,3
1620,DC_Mini_Motor_01,5,337,2026-05-01 16:53:46,-0.104,0.427,1.5391,0.797,2.387,-2.492,0.6967,78.39,2,CRITICAL,3
1621,DC_Mini_Motor_01,5,338,2026-05-01 16:54:01,0.3864,-0.568,0.8788,-4.215,0.323,-2.209,0.6958,79.03,2,CRITICAL,3
1622,DC_Mini_Motor_01,5,339,2026-05-01 16:54:16,0.2277,0.7006,1.0571,-3.357,9.454,0.499,0.7258,77.88,2,CRITICAL,3
1623,DC_Mini_Motor_01,5,340,2026-05-01 16:54:31,-0.3416,-0.4375,1.4579,-4.027,0.653,5.532,0.7162,77.03,2,CRITICAL,3
1624,DC_Mini_Motor_01,5,341,2026-05-01 16:54:46,-0.3531,-0.2516,0.453,1.081,1.279,-0.589,0.7045,77.5,2,CRITICAL,3
1625,DC_Mini_Motor_01,5,342,2026-05-01 16:55:01,-0.672,0.0236,1.1606,-0.971,-2.758,5.289,0.6926,78.97,2,CRITICAL,3
1626,DC_Mini_Motor_01,5,343,2026-05-01 16:55:16,0.5667,-0.0794,0.5124,-5.094,-2.509,1.227,0.7557,78.35,2,CRITICAL,3
1627,DC_Mini_Motor_01,5,344,2026-05-01 16:55:31,-0.0369,0.262,0.3507,5.113,-0.375,-2.989,0.6996,77.93,2,CRITICAL,3
1628,DC_Mini_Motor_01,5,345,2026-05-01 16:55:46,-0.6469,0.0307,1.3368,0.795,2.271,7.206,0.7215,78.06,2,CRITICAL,3
1629,DC_Mini_Motor_01,5,346,2026-05-01 16:56:01,0.0335,-0.1353,0.2778,0.076,5.535,-4.653,0.7272,79.4,2,CRITICAL,3
1630,DC_Mini_Motor_01,5,347,2026-05-01 16:56:16,-0.7177,-0.1424,1.0399,-7.486,1.764,-4.249,0.7186,77.9,2,CRITICAL,3
1631,DC_Mini_Motor_01,5,348,2026-05-01 16:56:31,0.02,0.0195,0.2705,0.773,-2.702,3.923,0.7219,77.66,2,CRITICAL,3
1632,DC_Mini_Motor_01,5,349,2026-05-01 16:56:46,0.334,-0.1153,0.4438,5.432,-2.714,-6.137,0.66,79.09,2,CRITICAL,3
1633,DC_Mini_Motor_01,5,350,2026-05-01 16:57:01,0.2498,-0.7045,1.0109,-8.453,-0.558,-1.512,0.7504,79.23,2,CRITICAL,3
1634,DC_Mini_Motor_01,5,351,2026-05-01 16:57:16,-0.5692,-0.354,1.1358,-0.51,-0.468,1.518,0.6944,75.56,2,CRITICAL,3
1635,DC_Mini_Motor_01,5,352,2026-05-01 16:57:31,0.2548,-0.0006,1.6407,7.181,-1.104,1.058,0.6852,78.68,2,CRITICAL,3
1636,DC_Mini_Motor_01,5,353,2026-05-01 16:57:46,-0.4684,-0.3842,0.706,-1.141,2.66,-1.866,0.6934,79.28,2,CRITICAL,3
1637,DC_Mini_Motor_01,5,354,2026-05-01 16:58:01,-0.0387,-0.1202,0.3188,0.474,-0.447,-2.756,0.6831,78.58,2,CRITICAL,3
1638,DC_Mini_Motor_01,5,355,2026-05-01 16:58:16,-0.1849,0.012,0.3148,0.027,1.596,0.845,0.7085,78.39,2,CRITICAL,3
1639,DC_Mini_Motor_01,5,356,2026-05-01 16:58:31,-0.081,-0.0576,0.3235,-0.991,2.606,7.541,0.6684,78.11,2,CRITICAL,3
1640,DC_Mini_Motor_01,5,357,2026-05-01 16:58:46,-0.0253,-0.0212,1.7011,-1.919,8.495,-1.97,0.7094,77.88,2,CRITICAL,3
1641,DC_Mini_Motor_01,5,358,2026-05-01 16:59:01,0.0632,0.0029,0.3325,2.244,-1.43,-4.46,0.6706,77.8,2,CRITICAL,3
1642,DC_Mini_Motor_01,5,359,2026-05-01 16:59:16,0.4838,-0.2927,0.6558,-4.235,-0.062,2.05,0.6792,78.46,2,CRITICAL,3
1643,DC_Mini_Motor_01,5,360,2026-05-01 16:59:31,0.0869,0.035,0.275,-3.038,0.415,-1.869,0.7266,78.44,2,CRITICAL,3
1644,DC_Mini_Motor_01,5,361,2026-05-01 16:59:46,0.6191,0.3706,1.0847,-3.784,-3.211,-2.317,0.7118,78.04,2,CRITICAL,3
1645,DC_Mini_Motor_01,5,362,2026-05-01 17:00:01,0.4692,0.4866,1.1945,-1.654,-4.093,-2.917,0.7074,76.65,2,CRITICAL,3
1646,DC_Mini_Motor_01,5,363,2026-05-01 17:00:16,0.0248,-0.6256,1.2947,-3.205,0.183,1.008,0.7044,78.87,2,CRITICAL,3
1647,DC_Mini_Motor_01,5,364,2026-05-01 17:00:31,0.5111,0.401,1.2081,-8.57,-6.558,-0.707,0.6896,78.72,2,CRITICAL,3
1648,DC_Mini_Motor_01,5,365,2026-05-01 17:00:46,0.0923,-0.0142,0.3453,0.171,5.006,2.785,0.6654,78.21,2,CRITICAL,3
1649,DC_Mini_Motor_01,5,366,2026-05-01 17:01:01,0.1643,0.2618,0.3882,-2.33,1.06,-2.507,0.6979,78.54,2,CRITICAL,3
1650,DC_Mini_Motor_01,5,367,2026-05-01 17:01:16,0.0384,0.6166,0.6657,-0.525,1.662,-3.379,0.7061,79.92,2,CRITICAL,3
1651,DC_Mini_Motor_01,6,0,2026-05-01 17:16:21,-0.0043,0.0412,0.9762,0.742,0.31,0.53,0.0437,26.15,5,NORMAL,0
1652,DC_Mini_Motor_01,6,1,2026-05-01 17:16:36,0.0265,0.0314,1.0428,0.313,0.394,1.561,0.0602,26.74,5,NORMAL,0
1653,DC_Mini_Motor_01,6,2,2026-05-01 17:16:51,-0.0116,-0.0527,0.9567,-0.076,-0.469,0.595,0.0662,26.95,5,NORMAL,0
1654,DC_Mini_Motor_01,6,3,2026-05-01 17:17:06,-0.0139,0.0091,1.03,-0.317,-2.655,-0.098,0.0367,27.53,5,NORMAL,0
1655,DC_Mini_Motor_01,6,4,2026-05-01 17:17:21,-0.047,-0.0505,1.0455,0.136,1.809,-1.284,0.0563,26.09,5,NORMAL,0
1656,DC_Mini_Motor_01,6,5,2026-05-01 17:17:36,0.0118,0.0692,1.0104,0.004,-1.674,0.207,0.0671,27.62,5,NORMAL,0
1657,DC_Mini_Motor_01,6,6,2026-05-01 17:17:51,-0.0873,-0.0074,1.0111,0.643,0.877,0.121,0.0779,27.15,5,NORMAL,0
1658,DC_Mini_Motor_01,6,7,2026-05-01 17:18:06,-0.0231,0.0365,1.0382,-3.202,-1.46,1.125,0.0466,26.89,5,NORMAL,0
1659,DC_Mini_Motor_01,6,8,2026-05-01 17:18:21,-0.0325,0.0221,1.0775,-0.331,-0.064,1.038,0.0714,28.45,5,NORMAL,0
1660,DC_Mini_Motor_01,6,9,2026-05-01 17:18:36,0.0614,0.0787,1.024,2.459,3.074,0.113,0.0767,28.19,5,NORMAL,0
1661,DC_Mini_Motor_01,6,10,2026-05-01 17:18:51,-0.0224,-0.0303,0.9696,-1.589,0.34,0.318,0.0532,28.65,5,NORMAL,0
1662,DC_Mini_Motor_01,6,11,2026-05-01 17:19:06,-0.0321,0.0621,0.9709,1.649,-1.575,0.342,0.062,28.51,5,NORMAL,0
1663,DC_Mini_Motor_01,6,12,2026-05-01 17:19:21,0.0216,0.0171,1.0688,-0.344,0.372,0.561,0.0559,27.9,5,NORMAL,0
1664,DC_Mini_Motor_01,6,13,2026-05-01 17:19:36,-0.0643,0.0066,1.0007,-2.238,-1.386,-0.737,0.0475,28.73,5,NORMAL,0
1665,DC_Mini_Motor_01,6,14,2026-05-01 17:19:51,0.0344,-0.0022,0.9596,-1.637,1.331,0.241,0.0708,28.12,5,NORMAL,0
1666,DC_Mini_Motor_01,6,15,2026-05-01 17:20:06,0.0374,-0.0223,0.9625,0.176,-0.487,1.245,0.0548,28.79,5,NORMAL,0
1667,DC_Mini_Motor_01,6,16,2026-05-01 17:20:21,-0.0247,-0.0134,1.0381,-1.661,0.829,0.837,0.0476,28.31,5,NORMAL,0
1668,DC_Mini_Motor_01,6,17,2026-05-01 17:20:36,-0.0424,0.0469,0.9861,0.461,-0.208,0.801,0.0691,29.44,5,NORMAL,0
1669,DC_Mini_Motor_01,6,18,2026-05-01 17:20:51,-0.0194,-0.0216,0.9523,0.788,0.303,0.826,0.0568,28.75,5,NORMAL,0
1670,DC_Mini_Motor_01,6,19,2026-05-01 17:21:06,0.0295,0.016,1.046,-0.263,0.643,0.536,0.0508,28.72,5,NORMAL,0
1671,DC_Mini_Motor_01,6,20,2026-05-01 17:21:21,-0.0596,-0.0171,0.9837,-0.85,-0.822,-0.196,0.0615,28.52,5,NORMAL,0
1672,DC_Mini_Motor_01,6,21,2026-05-01 17:21:36,0.0407,-0.017,1.0549,-1.014,0.022,-1.705,0.0613,29.19,5,NORMAL,0
1673,DC_Mini_Motor_01,6,22,2026-05-01 17:21:51,0.0487,0.0502,0.9688,-0.259,1.128,0.049,0.0676,28.94,5,NORMAL,0
1674,DC_Mini_Motor_01,6,23,2026-05-01 17:22:06,-0.0364,-0.0221,1.0175,1.715,2.372,-0.233,0.0344,29.94,5,NORMAL,0
1675,DC_Mini_Motor_01,6,24,2026-05-01 17:22:21,0.0345,0.026,1.0244,0.811,-0.18,1.48,0.048,29.19,5,NORMAL,0
1676,DC_Mini_Motor_01,6,25,2026-05-01 17:22:36,-0.0194,-0.0173,1.0209,0.393,-1.054,-0.147,0.0438,29.36,5,NORMAL,0
1677,DC_Mini_Motor_01,6,26,2026-05-01 17:22:51,0.0005,-0.0185,1.0658,0.946,0.078,-0.767,0.0596,29.92,5,NORMAL,0
1678,DC_Mini_Motor_01,6,27,2026-05-01 17:23:06,0.0291,0.0134,1.038,1.747,0.176,2.968,0.0681,29.63,5,NORMAL,0
1679,DC_Mini_Motor_01,6,28,2026-05-01 17:23:21,0.0028,-0.051,1.0489,-1.012,-0.779,-1.46,0.0571,30.15,5,NORMAL,0
1680,DC_Mini_Motor_01,6,29,2026-05-01 17:23:36,-0.0396,-0.0244,1.0267,-1.705,0.401,0.304,0.0648,30.1,5,NORMAL,0
1681,DC_Mini_Motor_01,6,30,2026-05-01 17:23:51,-0.0406,-0.0057,0.9586,-0.258,-2.325,-0.616,0.0601,29.64,5,NORMAL,0
1682,DC_Mini_Motor_01,6,31,2026-05-01 17:24:06,-0.023,-0.0368,1.0361,2.168,-2.05,-0.512,0.0531,29.39,5,NORMAL,0
1683,DC_Mini_Motor_01,6,32,2026-05-01 17:24:21,0.0097,0.045,1.0564,2.021,0.224,1.389,0.0818,30.56,5,NORMAL,0
1684,DC_Mini_Motor_01,6,33,2026-05-01 17:24:36,-0.0033,0.0238,1.0519,-0.529,0.914,-0.544,0.0584,30.02,5,NORMAL,0
1685,DC_Mini_Motor_01,6,34,2026-05-01 17:24:51,0.0211,-0.0285,1.0707,0.746,1.264,-0.671,0.0815,29.57,5,NORMAL,0
1686,DC_Mini_Motor_01,6,35,2026-05-01 17:25:06,0.0112,0.0088,0.9666,-1.453,-0.062,-1.04,0.031,29.36,5,NORMAL,0
1687,DC_Mini_Motor_01,6,36,2026-05-01 17:25:21,0.0449,0.0718,1.0564,-0.392,-0.93,-0.071,0.0847,29.98,5,NORMAL,0
1688,DC_Mini_Motor_01,6,37,2026-05-01 17:25:36,0.0349,-0.0606,1.0325,-0.655,0.293,-1.478,0.0702,30.21,5,NORMAL,0
1689,DC_Mini_Motor_01,6,38,2026-05-01 17:25:51,-0.0046,-0.0136,1.0632,-1.496,0.524,-1.161,0.0534,30.74,5,NORMAL,0
1690,DC_Mini_Motor_01,6,39,2026-05-01 17:26:06,-0.0151,-0.0141,0.9295,-0.086,0.063,1.423,0.0647,29.5,5,NORMAL,0
1691,DC_Mini_Motor_01,6,40,2026-05-01 17:26:21,-0.0005,-0.0138,0.933,-0.045,-2.296,0.448,0.0643,30.54,5,NORMAL,0
1692,DC_Mini_Motor_01,6,41,2026-05-01 17:26:36,0.0313,-0.0146,0.9525,0.508,-0.967,-0.7,0.0469,31.38,5,NORMAL,0
1693,DC_Mini_Motor_01,6,42,2026-05-01 17:26:51,-0.0066,-0.0129,0.9586,0.957,1.604,0.498,0.0526,30.07,5,NORMAL,0
1694,DC_Mini_Motor_01,6,43,2026-05-01 17:27:06,0.0085,-0.0601,0.9682,1.175,-1.988,0.868,0.0644,30.63,5,NORMAL,0
1695,DC_Mini_Motor_01,6,44,2026-05-01 17:27:21,0.0336,0.0493,0.9665,0.532,0.418,-0.728,0.0654,30.33,5,NORMAL,0
1696,DC_Mini_Motor_01,6,45,2026-05-01 17:27:36,0.0025,0.0353,1.0483,2.223,0.104,1.249,0.0538,30.25,5,NORMAL,0
1697,DC_Mini_Motor_01,6,46,2026-05-01 17:27:51,-0.0085,-0.0229,1.0775,0.83,-0.821,-0.153,0.0683,30.16,5,NORMAL,0
1698,DC_Mini_Motor_01,6,47,2026-05-01 17:28:06,0.017,-0.0028,0.9266,-3.59,0.186,-0.352,0.0673,30.49,5,NORMAL,0
1699,DC_Mini_Motor_01,6,48,2026-05-01 17:28:21,0.0272,-0.0428,0.9733,0.884,0.202,-0.784,0.0512,30.61,5,NORMAL,0
1700,DC_Mini_Motor_01,6,49,2026-05-01 17:28:36,0.019,0.006,1.0487,-0.611,1.513,0.759,0.0544,30.19,5,NORMAL,0
1701,DC_Mini_Motor_01,6,50,2026-05-01 17:28:51,0.005,0.0052,0.939,-1.341,-1.004,-0.543,0.0667,30.54,5,NORMAL,0
1702,DC_Mini_Motor_01,6,51,2026-05-01 17:29:06,-0.0169,0.0461,1.0757,-0.329,0.088,0.632,0.0804,30.87,5,NORMAL,0
1703,DC_Mini_Motor_01,6,52,2026-05-01 17:29:21,0.0184,-0.0314,0.9618,-0.365,-0.675,-0.49,0.0557,30.72,5,NORMAL,0
1704,DC_Mini_Motor_01,6,53,2026-05-01 17:29:36,-0.0231,0.0183,0.9631,-0.567,-0.72,1.621,0.0611,30.04,5,NORMAL,0
1705,DC_Mini_Motor_01,6,54,2026-05-01 17:29:51,0.0329,0.0483,1.0142,0.932,-0.163,0.164,0.0396,30.24,5,NORMAL,0
1706,DC_Mini_Motor_01,6,55,2026-05-01 17:30:06,0.0026,-0.0452,1.0481,-1.002,-1.699,-1.728,0.0604,30.98,5,NORMAL,0
1707,DC_Mini_Motor_01,6,56,2026-05-01 17:30:21,-0.0046,-0.0537,0.9856,1.736,-0.572,-0.461,0.0428,30.28,5,NORMAL,0
1708,DC_Mini_Motor_01,6,57,2026-05-01 17:30:36,0.011,-0.0658,0.942,1.202,0.24,-1.418,0.0772,30.61,5,NORMAL,0
1709,DC_Mini_Motor_01,6,58,2026-05-01 17:30:51,-0.0571,0.0396,1.0334,0.111,1.146,0.538,0.0711,31.17,5,NORMAL,0
1710,DC_Mini_Motor_01,6,59,2026-05-01 17:31:06,0.0294,0.001,0.9635,-1.568,-0.448,2.944,0.0625,30.05,5,NORMAL,0
1711,DC_Mini_Motor_01,6,60,2026-05-01 17:31:21,0.0269,0.0231,0.9478,-0.702,0.22,0.45,0.0592,30.54,5,NORMAL,0
1712,DC_Mini_Motor_01,6,61,2026-05-01 17:31:36,-0.0057,-0.0278,1.0157,-1.315,-0.292,-0.074,0.0517,30.88,5,NORMAL,0
1713,DC_Mini_Motor_01,6,62,2026-05-01 17:31:51,-0.0374,0.0269,1.0653,0.084,-1.177,-1.529,0.0808,31.7,5,NORMAL,0
1714,DC_Mini_Motor_01,6,63,2026-05-01 17:32:06,0.0625,0.0269,0.965,-1.099,0.109,-2.196,0.0739,29.82,5,NORMAL,0
1715,DC_Mini_Motor_01,6,64,2026-05-01 17:32:21,-0.0367,0.0022,1.0735,-0.347,-1.053,1.928,0.0785,30.44,5,NORMAL,0
1716,DC_Mini_Motor_01,6,65,2026-05-01 17:32:36,0.0158,-0.055,0.9937,0.9,0.136,0.322,0.0502,29.91,5,NORMAL,0
1717,DC_Mini_Motor_01,6,66,2026-05-01 17:32:51,-0.0529,-0.0128,1.0908,0.582,-0.262,-1.49,0.0951,30.8,5,NORMAL,0
1718,DC_Mini_Motor_01,6,67,2026-05-01 17:33:06,-0.0039,-0.022,1.0525,0.862,-0.491,-1.879,0.0616,30.31,5,NORMAL,0
1719,DC_Mini_Motor_01,6,68,2026-05-01 17:33:21,-0.0176,-0.0099,0.9463,-2.57,-1.427,1.396,0.0528,30.58,5,NORMAL,0
1720,DC_Mini_Motor_01,6,69,2026-05-01 17:33:36,0.0144,0.0757,1.0137,0.66,2.918,-0.354,0.0647,30.83,5,NORMAL,0
1721,DC_Mini_Motor_01,6,70,2026-05-01 17:33:51,-0.0562,-0.0092,1.0405,1.836,1.419,-1.342,0.0689,31.17,5,NORMAL,0
1722,DC_Mini_Motor_01,6,71,2026-05-01 17:34:06,0.0376,0.0593,1.0806,0.815,-0.227,0.664,0.0767,29.46,5,NORMAL,0
1723,DC_Mini_Motor_01,6,72,2026-05-01 17:34:21,0.0294,0.0172,0.9456,1.036,-0.385,-0.844,0.0601,30.76,5,NORMAL,0
1724,DC_Mini_Motor_01,6,73,2026-05-01 17:34:36,-0.0339,-0.0084,0.9627,-0.582,-0.984,-2.028,0.0651,29.76,5,NORMAL,0
1725,DC_Mini_Motor_01,6,74,2026-05-01 17:34:51,-0.0067,0.0011,0.9466,-0.39,0.048,0.607,0.0515,30.32,5,NORMAL,0
1726,DC_Mini_Motor_01,6,75,2026-05-01 17:35:06,0.0264,-0.0091,0.9496,1.037,0.51,1.163,0.0676,30.19,5,NORMAL,0
1727,DC_Mini_Motor_01,6,76,2026-05-01 17:35:21,-0.0264,0.0715,1.0549,0.128,1.611,0.234,0.0694,30.14,5,NORMAL,0
1728,DC_Mini_Motor_01,6,77,2026-05-01 17:35:36,-0.0002,0.0627,0.9681,-0.399,0.196,0.876,0.072,30.81,5,NORMAL,0
1729,DC_Mini_Motor_01,6,78,2026-05-01 17:35:51,0.0077,0.0093,1.0365,1.472,-1.131,-1.512,0.0457,29.98,5,NORMAL,0
1730,DC_Mini_Motor_01,6,79,2026-05-01 17:36:06,-0.0272,-0.0093,1.0425,-1.691,0.542,0.771,0.0383,30.99,5,NORMAL,0
1731,DC_Mini_Motor_01,6,80,2026-05-01 17:36:21,0.0414,0.0332,0.9352,0.868,-0.449,-0.9,0.0714,30.51,5,NORMAL,0
1732,DC_Mini_Motor_01,6,81,2026-05-01 17:36:36,-0.0052,0.0155,1.0552,-1.185,0.042,-1.401,0.0441,29.56,5,NORMAL,0
1733,DC_Mini_Motor_01,6,82,2026-05-01 17:36:51,0.045,-0.0041,0.9877,-0.485,1.132,-0.146,0.0489,30.72,5,NORMAL,0
1734,DC_Mini_Motor_01,6,83,2026-05-01 17:37:06,-0.01,-0.0087,1.0763,-0.012,0.407,-0.372,0.0606,30.95,5,NORMAL,0
1735,DC_Mini_Motor_01,6,84,2026-05-01 17:37:21,0.0142,-0.0042,0.9376,0.468,-0.884,-0.309,0.061,30.77,5,NORMAL,0
1736,DC_Mini_Motor_01,6,85,2026-05-01 17:37:36,-0.013,-0.0166,0.9899,0.82,0.576,-0.638,0.0272,30.83,5,NORMAL,0
1737,DC_Mini_Motor_01,6,86,2026-05-01 17:37:51,0.0136,-0.0142,0.9573,1.488,0.605,-0.826,0.0538,30.72,5,NORMAL,0
1738,DC_Mini_Motor_01,6,87,2026-05-01 17:38:06,0.005,-0.0179,0.9453,0.475,0.556,0.543,0.0549,30.91,5,NORMAL,0
1739,DC_Mini_Motor_01,6,88,2026-05-01 17:38:21,0.0434,-0.0058,0.9416,-2.733,0.369,0.295,0.0715,29.68,5,NORMAL,0
1740,DC_Mini_Motor_01,6,89,2026-05-01 17:38:36,-0.0457,-0.0219,0.9558,0.598,1.034,0.311,0.0655,30.83,5,NORMAL,0
1741,DC_Mini_Motor_01,6,90,2026-05-01 17:38:51,0.0528,-0.0052,1.0424,0.315,0.045,-1.405,0.0647,30.73,5,NORMAL,0
1742,DC_Mini_Motor_01,6,91,2026-05-01 17:39:06,-0.0374,-0.0212,1.0452,-0.357,0.615,-0.491,0.0596,30.11,5,NORMAL,0
1743,DC_Mini_Motor_01,6,92,2026-05-01 17:39:21,-0.0024,0.0629,1.0576,-1.377,1.922,0.722,0.0637,30.78,5,NORMAL,0
1744,DC_Mini_Motor_01,6,93,2026-05-01 17:39:36,0.0292,-0.0287,1.007,-0.802,-2.478,-0.626,0.0399,31.31,5,NORMAL,0
1745,DC_Mini_Motor_01,6,94,2026-05-01 17:39:51,0.0032,-0.0172,0.9528,-0.665,-1.057,-0.597,0.0563,29.9,5,NORMAL,0
1746,DC_Mini_Motor_01,6,95,2026-05-01 17:40:06,-0.0077,-0.009,0.9439,-0.647,-0.027,-1.744,0.0532,30.64,5,NORMAL,0
1747,DC_Mini_Motor_01,6,96,2026-05-01 17:40:21,0.051,0.0347,1.0429,0.821,-0.861,0.447,0.0698,30.34,5,NORMAL,0
1748,DC_Mini_Motor_01,6,97,2026-05-01 17:40:36,-0.0351,-0.0419,1.0316,-1.329,-1.167,-1.076,0.0584,30.55,5,NORMAL,0
1749,DC_Mini_Motor_01,6,98,2026-05-01 17:40:51,-0.0184,-0.0455,1.0097,1.287,0.931,-1.211,0.0515,30.89,5,NORMAL,0
1750,DC_Mini_Motor_01,6,99,2026-05-01 17:41:06,0.0381,0.0558,1.0227,-0.195,-0.617,0.904,0.0735,29.8,5,NORMAL,0
1751,DC_Mini_Motor_01,6,100,2026-05-01 17:41:21,0.0389,0.0192,1.0531,-0.461,-1.598,1.402,0.0632,29.31,5,NORMAL,0
1752,DC_Mini_Motor_01,6,101,2026-05-01 17:41:36,-0.0054,-0.0388,1.0184,-0.187,0.573,-0.985,0.0556,30.3,5,NORMAL,0
1753,DC_Mini_Motor_01,6,102,2026-05-01 17:41:51,0.0473,0.0399,0.9847,-2.344,-0.601,-0.047,0.0652,31.18,5,NORMAL,0
1754,DC_Mini_Motor_01,6,103,2026-05-01 17:42:06,0.0007,-0.019,1.0536,-0.219,1.158,-0.494,0.0506,30.33,5,NORMAL,0
1755,DC_Mini_Motor_01,6,104,2026-05-01 17:42:21,-0.0011,0.0212,1.0544,-0.064,-0.637,0.817,0.0525,30.46,5,NORMAL,0
1756,DC_Mini_Motor_01,6,105,2026-05-01 17:42:36,-0.0577,0.0501,1.0598,0.494,2.876,-1.483,0.0878,30.67,5,NORMAL,0
1757,DC_Mini_Motor_01,6,106,2026-05-01 17:42:51,0.0193,-0.0279,1.0687,1.031,1.435,-1.05,0.0688,29.93,5,NORMAL,0
1758,DC_Mini_Motor_01,6,107,2026-05-01 17:43:06,-0.0416,-0.0083,0.9674,0.336,-0.675,0.765,0.063,30.52,5,NORMAL,0
1759,DC_Mini_Motor_01,6,108,2026-05-01 17:43:21,0.0015,0.0226,0.9638,0.225,-1.503,0.484,0.0446,30.36,5,NORMAL,0
1760,DC_Mini_Motor_01,6,109,2026-05-01 17:43:36,-0.0248,0.0114,1.0622,-0.358,0.85,1.342,0.0723,30.49,5,NORMAL,0
1761,DC_Mini_Motor_01,6,110,2026-05-01 17:43:51,0.0132,-0.0043,1.0358,-0.28,0.589,2.222,0.0542,31.04,5,NORMAL,0
1762,DC_Mini_Motor_01,6,111,2026-05-01 17:44:06,-0.0095,0.0416,1.0306,-0.049,-0.426,-2.397,0.0591,30.25,5,NORMAL,0
1763,DC_Mini_Motor_01,6,112,2026-05-01 17:44:21,0.0607,0.023,1.0495,2.175,-0.467,2.315,0.0813,29.97,5,NORMAL,0
1764,DC_Mini_Motor_01,6,113,2026-05-01 17:44:36,0.0013,0.0598,0.9766,-0.905,-0.184,-0.107,0.0625,30.46,5,NORMAL,0
1765,DC_Mini_Motor_01,6,114,2026-05-01 17:44:51,0.0512,0.0122,0.9492,-2.6,2.163,0.069,0.0566,30.59,5,NORMAL,0
1766,DC_Mini_Motor_01,6,115,2026-05-01 17:45:06,-0.0032,-0.0123,0.9705,-0.07,1.004,0.098,0.0366,30.38,5,NORMAL,0
1767,DC_Mini_Motor_01,6,116,2026-05-01 17:45:21,0.0307,0.0085,0.9408,0.396,-0.834,1.16,0.0734,30.98,5,NORMAL,0
1768,DC_Mini_Motor_01,6,117,2026-05-01 17:45:36,-0.0146,-0.0026,0.9315,-0.174,0.437,-1.307,0.0647,30.95,5,NORMAL,0
1769,DC_Mini_Motor_01,6,118,2026-05-01 17:45:51,0.0541,-0.0203,1.0131,-1.77,2.097,-0.179,0.0688,31.0,5,NORMAL,0
1770,DC_Mini_Motor_01,6,119,2026-05-01 17:46:06,0.0108,-0.0105,0.9336,0.15,0.532,-0.645,0.0651,29.98,5,NORMAL,0
1771,DC_Mini_Motor_01,6,120,2026-05-01 17:46:21,-0.0166,0.0168,0.9354,-1.697,0.899,-0.038,0.054,30.83,5,NORMAL,0
1772,DC_Mini_Motor_01,6,121,2026-05-01 17:46:36,-0.0116,-0.0519,1.0411,1.85,-0.081,0.232,0.0661,29.54,5,NORMAL,0
1773,DC_Mini_Motor_01,6,122,2026-05-01 17:46:51,-0.029,0.0394,0.9997,-1.759,0.832,0.69,0.0442,30.41,5,NORMAL,0
1774,DC_Mini_Motor_01,6,123,2026-05-01 17:47:06,-0.0027,-0.0626,1.0235,0.519,1.535,0.549,0.0505,30.34,5,NORMAL,0
1775,DC_Mini_Motor_01,6,124,2026-05-01 17:47:21,0.0208,-0.0019,0.9266,-0.235,-0.422,0.606,0.0726,30.28,5,NORMAL,0
